source_id,title,source_owner,owner_basis,countries,country_ids,institutions,institution_ids,url,source_type,evidence_lanes,effective_evidence_lane,evidence_layers,dependent_claims,report_critical,priority,expected_check_cadence,last_checked,document_date_or_version,version_basis,local_or_registry_location,registry_ids,data_paths,used_for,current_status,review_notes
LRS-03D19358889590,Bioethics Law 150(I)/2001,bioethics.gov.cy,URL hostname fallback; review before publication attribution,Cyprus,cyprus,,,https://www.bioethics.gov.cy/MOH/cnbc/cnbc.nsf/All/98250101CC184B0BC2257CCA003B6288/%24file/The%20Bioethics%20Establishment%20and%20Function%20of%20the%20National%20Bioethics%20Committee%20Law%20-%20English%20Translation.pdf,PDF,boundary-regime,boundary-regime,country_dossier,country:cyprus:boundary-regimes,true,medium,quarterly when claim-active; otherwise annual,2026-04-24,2001 | year:2001,explicit source metadata | year in title or URL,,,data/countries.js#COUNTRY_DATA[37].dossierDetails.integrityCommittees.groups[1].committees[0].links[2].url | data/countries.js#COUNTRY_DATA[37].dossierDetails.networkLayers[1].actors[0].documents[1].url | data/countries.js#COUNTRY_DATA[37].dossierDetails.sourceLinks[18].url | data/countries.js#COUNTRY_DATA[37].dossierDetails.timeline[1].sourceUrl,CNBC statutory basis,not yet technically audited by this maintenance pipeline,
LRS-03DC4B6A03AF45,HESC orders,degrees.hesc.am,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Armenia,armenia,,,https://degrees.hesc.am/en/orders,Degree/title order stream,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:armenia:institutional-routes | country:armenia:public-output | country:armenia:source-backbone | country:armenia:system-map | country:armenia:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-04-28,21 April 2026 | accessed 28 April 2026,explicit source metadata | not recorded,data/Armenia/raw documentation/source notes/initial extraction notes.md | data/source-registry.csv#AM-S005,AM-S005,data/countries.js#COUNTRY_DATA[12].documents[2].url | data/countries.js#COUNTRY_DATA[12].dossierDetails.integrityCommittees.groups[0].committees[0].links[2].url | data/countries.js#COUNTRY_DATA[12].dossierDetails.sourceLinks[4].url | data/countries.js#COUNTRY_DATA[12].dossierDetails.timeline[9].sourceUrl | data/countries.js#COUNTRY_DATA[12].transparency.resources[0].url | data/source-registry.csv#AM-S005,Armenia first expanded app dossier | Scientific degree and academic-title approval,not yet technically audited by this maintenance pipeline,"Public HESC/Supreme Certifying Committee order stream for scientific degrees and academic titles; extraction target for later award refusal revocation and appeal classification. | Public orders for scientific degrees and academic titles; extraction target for later award/refusal/revocation classification. | Useful as a public degree-award file corridor, not as a general misconduct archive."
LRS-03F3223E1D0D69,Role and remit,ukrio.org,URL hostname fallback; review before publication attribution,United Kingdom,united-kingdom,,,https://ukrio.org/research-integrity/role-and-remit,Official page,boundary-regime | general-research-integrity,mixed-or-review,country_dossier,country:united-kingdom:boundary-regimes,true,medium,quarterly when claim-active; otherwise annual,2026-04-29,,not recorded,,,data/countries.js#COUNTRY_DATA[35].dossierDetails.integrityCommittees.groups[0].committees[2].links[0].url | data/countries.js#COUNTRY_DATA[35].dossierDetails.networkLayers[1].actors[0].documents[0].url | data/countries.js#COUNTRY_DATA[35].dossierDetails.sourceLinks[12].url,Advisory body boundary,not yet technically audited by this maintenance pipeline,
LRS-042AC2F793FC19,UAK ethics page,uak.gov.tr,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Turkey,turkey,,,https://www.uak.gov.tr/page/etik-xPDl4,National promotion-linked route,general-research-integrity,general-research-integrity,country_dossier | source_registry | transparency_layer,country:turkey:institutional-routes | country:turkey:public-output | country:turkey:source-backbone | country:turkey:system-allocation | transparency:turkey:publication-model,true,high,monthly technical check; quarterly content review,2026-04-24,,not recorded,data/source-registry.csv#TR-S007 | data/Turkey/raw documentation/source notes/Turkey deep-dive sources.md,TR-S007,data/countries.js#COUNTRY_DATA[43].dossierDetails.integrityCommittees.groups[0].committees[1].links[0].url | data/countries.js#COUNTRY_DATA[43].dossierDetails.networkLayers[1].actors[0].documents[0].url | data/countries.js#COUNTRY_DATA[43].dossierDetails.sourceLinks[7].url | data/countries.js#COUNTRY_DATA[43].transparency.resources[1].url | data/source-registry.csv#TR-S007 | data/transparency.js#TRANSPARENCY_DATA[32].resources[1].url,Docentlik ethics review | Docentlik-linked national ethics route | Turkey deep dossier,not yet technically audited by this maintenance pipeline,Best public second-line source for how ethics findings affect the docentlik path. | Public entry point for the national docentlik-linked ethics route. | The most visible national second-line route for general research-publication ethics.
LRS-04392CBBD15117,RCSI Guidelines on Good Research Practice,rcsi.com,URL hostname fallback; review before publication attribution,Ireland,ireland,,,https://www.rcsi.com/dublin/-/media/feature/media/download-document/dublin/postgraduate/policies/guidelines-on-good-research-practice.pdf,PDF,general-research-integrity,general-research-integrity,country_dossier,country:ireland:institutional-routes,true,medium,quarterly when claim-active; otherwise annual,2026-04-30,,not recorded,,,data/countries.js#COUNTRY_DATA[7].dossierDetails.integrityCommittees.groups[1].committees[6].documents[1].url,,not yet technically audited by this maintenance pipeline,"Early-style institutional guidance on integrity, suspected misconduct and reporting."
LRS-0439342F0DD286,SEEU Senate,seeu.edu.mk,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,North Macedonia,north-macedonia,,,https://www.seeu.edu.mk/en/about/organization-management/senate,Official university governance page,general-research-integrity,general-research-integrity,country_dossier | source_registry,country:north-macedonia:institutional-routes | country:north-macedonia:source-backbone | country:north-macedonia:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-04-29,,not recorded,data/North Macedonia/raw documentation/source notes/North Macedonia deep-dive sources.md | data/source-registry.csv#MK-S025,MK-S025,data/countries.js#COUNTRY_DATA[41].dossierDetails.integrityCommittees.groups[2].committees[1].links[1].url | data/countries.js#COUNTRY_DATA[41].dossierDetails.networkLayers[3].actors[1].documents[2].url | data/countries.js#COUNTRY_DATA[41].dossierDetails.sourceLinks[39].url | data/source-registry.csv#MK-S025,"North Macedonia quality-consolidation pass | Student ombudsperson, corruption receiver, Code of Ethics and doctoral council routes",not yet technically audited by this maintenance pipeline,"Current route evidence; no public case-output archive was found. | Current SEEU route evidence for Student Ombudsperson appointment, corruption-allegation receiver, student Code of Ethics approval, annual-report review and Professional Council for Doctorate Studies."
LRS-044D32C06080D9,Despacho 4576/2024,diariodarepublica.pt,URL hostname fallback; review before publication attribution,Portugal,portugal,,,https://diariodarepublica.pt/dr/detalhe/despacho/4576-2024-859106264,RNCES executive commission appointment,general-research-integrity,general-research-integrity,country_dossier,country:portugal:institutional-routes,true,medium,quarterly when claim-active; otherwise annual,2026-04-29,2024,explicit source metadata,,,data/countries.js#COUNTRY_DATA[8].dossierDetails.integrityCommittees.groups[1].committees[1].documents[1].url,,not yet technically audited by this maintenance pipeline,Trace for the current network governance layer.
LRS-04672513C8B9E8,Edinburgh annual research ethics and integrity reports,research-office.ed.ac.uk,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,United Kingdom,united-kingdom,University of Edinburgh,university-of-edinburgh,https://research-office.ed.ac.uk/research-integrity/annual-research-ethics-and-integrity-reports,annual report,boundary-regime,boundary-regime,country_dossier | member_profile | source_registry | transparency_layer,country:united-kingdom:boundary-regimes | member:university-of-edinburgh:boundary-regimes | transparency:united-kingdom:boundary-review,true,high,monthly technical check; quarterly content review,2026-07-15,,not recorded,data/source-registry.csv#UK-S024 | data/United Kingdom/raw documentation/source notes/United Kingdom deep-dive sources.md,UK-S024,data/countries.js#COUNTRY_DATA[35].dossierDetails.integrityCommittees.groups[3].committees[4].links[0].url | data/countries.js#COUNTRY_DATA[35].dossierDetails.networkLayers[3].actors[3].documents[1].url | data/countries.js#COUNTRY_DATA[35].dossierDetails.sourceLinks[47].url | data/countries.js#COUNTRY_DATA[35].transparency.resources[8].url | data/leru-members.js#LERU_MEMBER_DATA[6].sourceLinks[0].url | data/source-registry.csv#UK-S024 | data/transparency.js#TRANSPARENCY_DATA[34].resources[12].url,institutional annual-report route | Scottish institutional annual reports | Scottish institutional reporting | United Kingdom overview reconciliation,not yet technically audited by this maintenance pipeline,Representative Scotland annual-report route. | Representative Scotland annual-statement route. | Representative Scotland institutional annual-report route for research ethics and integrity.
LRS-046EDEE93D37E6,SRII2025 national survey announcement,tudublin.ie,URL hostname fallback; review before publication attribution,Ireland,ireland,,,https://www.tudublin.ie/research-innovation/news/archive-2025/nationwide-survey-on-research-integrity-in-ireland---now-open.html,National survey source,general-research-integrity,general-research-integrity,country_dossier,country:ireland:institutional-routes | country:ireland:source-backbone | country:ireland:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-04-30,3 July 2025 | year:2025,explicit source metadata | year in title or URL,,,data/countries.js#COUNTRY_DATA[7].dossierDetails.integrityCommittees.groups[0].committees[3].documents[0].url | data/countries.js#COUNTRY_DATA[7].dossierDetails.sourceLinks[11].url | data/countries.js#COUNTRY_DATA[7].dossierDetails.timeline[23].sourceUrl,,not yet technically audited by this maintenance pipeline,"Describes the first comprehensive nationwide survey, commissioned by NRIF, funded by HEA and analysed by UCD."
LRS-0480201DB2D40C,National Council document page,nvvoztr.gov.hr,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Croatia,croatia,,,https://nvvoztr.gov.hr/izvjesca/10,National document hub,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:croatia:institutional-routes | country:croatia:public-output | country:croatia:source-backbone,true,medium,quarterly when claim-active; otherwise annual,2026-04-24,,not recorded,data/Croatia/raw documentation/source notes/Croatia deep-dive sources.md | data/source-registry.csv#HR-S008,HR-S008,data/countries.js#COUNTRY_DATA[27].dossierDetails.integrityCommittees.groups[0].committees[0].links[1].url | data/countries.js#COUNTRY_DATA[27].dossierDetails.sourceLinks[11].url | data/countries.js#COUNTRY_DATA[27].transparency.resources[2].url | data/source-registry.csv#HR-S008,"Croatia deep dossier | Minutes, reports, appointments and policy documents of the National Council",not yet technically audited by this maintenance pipeline,"Public trace for minutes, reports and other Council documents. | Useful for transparency on the national standard-setting layer rather than case publication."
