source_id,country,title,url,source_type,raw_documentation_category,accessed,used_for,stored_in,notes
"AZ-S016","Azerbaijan","Azerbaijan Science Foundation current grant competitions","https://aef.gov.az/en/grant","Website","funder requirements / grant competitions","2026-04-28","Azerbaijan first expanded app dossier","data/Azerbaijan/raw documentation/source notes/Azerbaijan first-dossier sources.md","Current grant-competition route used for funder visibility and future call-rule extraction."
"AZ-S017","Azerbaijan","UNEC fight against scientific plagiarism rules","https://unec.edu.az/application/uploads/2024/05/Fight-against-scientific-plagiarism-Rules-2022.pdf","PDF","institutional procedures / plagiarism-control procedure","2026-04-28","Azerbaijan first expanded app dossier","data/Azerbaijan/raw documentation/source notes/Azerbaijan first-dossier sources.md","Institutional rules for originality checks and procedures for identifying and eliminating scientific plagiarism in works and educational materials."
"AZ-S018","Azerbaijan","Azerbaijan University ethics policy","https://au.edu.az/en/sdg/ethics-policy","Website","institutional procedures / ethics-policy route","2026-04-28","Azerbaijan first expanded app dossier","data/Azerbaijan/raw documentation/source notes/Azerbaijan first-dossier sources.md","Institutional ethics-policy page mentioning research ethics, academic misconduct, plagiarism, falsification and a scientific-methodological council route."
"AZ-S019","Azerbaijan","AEM clinical-research conference","https://pharma.az/en/news/the-scientific-practical-conference-on-clinical-research-was-held/","Website","ethics and boundary regimes / clinical research boundary","2026-04-28","Azerbaijan first expanded app dossier","data/Azerbaijan/raw documentation/source notes/Azerbaijan first-dossier sources.md","Official AEM source for clinical-research and ethics-training route; boundary evidence rather than general misconduct publication."
"AZ-S020","Azerbaijan","AEM physician ethics and investigation notice","https://pharma.az/en/news/attention-to-doctors-wishing-to-conduct-live-broadcasts-during-surgeries/","Website","ethics and boundary regimes / medical ethics and investigation route","2026-04-28","Azerbaijan first expanded app dossier","data/Azerbaijan/raw documentation/source notes/Azerbaijan first-dossier sources.md","Official AEM notice describing investigations, warnings and penalties for physician-media ethics and public health risks; medical boundary lane."
"AZ-S021","Azerbaijan","Intellectual Property Agency of the Republic of Azerbaijan","https://copat.gov.az/en","Website","ethics and boundary regimes / IP register and appeal infrastructure","2026-04-28","Azerbaijan first expanded app dossier","data/Azerbaijan/raw documentation/source notes/Azerbaijan first-dossier sources.md","Official IP route with open register, e-services and appeal infrastructure; boundary route for authorship and IP questions."
"AZ-S022","Azerbaijan","ASCCA Open Science Policy","https://ascca.gov.az/en/pages/open_science_policy","Website","open science and data / institutional open-science policy","2026-04-28","Azerbaijan first expanded app dossier","data/Azerbaijan/raw documentation/source notes/Azerbaijan first-dossier sources.md","Institutional open-science policy stating that a Research Ethics Committee will be established under the Customs Research Center; not a case-output route."
"GE-S001","Georgia","Law on Science, Technology and Their Development","https://matsne.gov.ge/en/document/view/28426","Website","law references / national science law","2026-04-28","Georgia first expanded app dossier","data/Georgia/raw documentation/source notes/Georgia first-dossier sources.md","Matsne source for national science and research-institution frame."
"GE-S002","Georgia","Law on Higher Education","https://matsne.gov.ge/en/document/view/32830","Website","law references / higher education and research activity","2026-04-28","Georgia first expanded app dossier","data/Georgia/raw documentation/source notes/Georgia first-dossier sources.md","Matsne source for HEI governance, scientific-research activity and authorization/accreditation context."
"GE-S003","Georgia","Law on the Georgian National Academy of Sciences","https://matsne.gov.ge/en/document/view/20194","Website","law references / academy assessment route","2026-04-28","Georgia first expanded app dossier","data/Georgia/raw documentation/source notes/Georgia first-dossier sources.md","Used for the Academy route reviewing annual scientific reports and completed research works of HEIs and research institutes."
"GE-S004","Georgia","Georgian National Academy of Sciences history/about page","https://science.org.ge/?lang=en&page_id=2491","Website","reports and monitoring / academy assessment route","2026-04-28","Georgia first expanded app dossier","data/Georgia/raw documentation/source notes/Georgia first-dossier sources.md","Official academy page describing annual scientific-report submission and expert assessment functions."
"GE-S005","Georgia","SRNSFG action plan","https://rustaveli.org.ge/eng/samoqmedo-gegma","Website","funder requirements / grant monitoring","2026-04-28","Georgia first expanded app dossier","data/Georgia/raw documentation/source notes/Georgia first-dossier sources.md","Official funder source used for monitoring of state research grant beneficiaries and reporting to the Ministry."
"GE-S006","Georgia","TSU ETHICS project page","https://tsu.ge/en/quality-assurance/page/Responsible-Conduct-of-Research---Research-Integrity-and-Ethics-in-Georgian-Universities--ETHICS-","Website","national policies and guidance / research-integrity reform","2026-04-28","Georgia first expanded app dossier","data/Georgia/raw documentation/source notes/Georgia first-dossier sources.md","Core source for the national structural reform project on responsible conduct of research, doctoral accreditation, integrity modules, officers, policies, boards and services."
"GE-S007","Georgia","Ilia State University ETHICS project page","https://iliauni.edu.ge/en/iliauni/units/developmentoffice/mimdinare-proeqtebi/erasmus/institutional-development-projects/responsible-conduct-of-research-research-integrity-and-ethics-in-georgian-universities-ethics","Website","national policies and guidance / research-integrity reform","2026-04-28","Georgia first expanded app dossier","data/Georgia/raw documentation/source notes/Georgia first-dossier sources.md","Coordinator page for the ETHICS project and its research-integrity policy and board objectives."
"GE-S008","Georgia","ETHICS project website","https://ethics.iliauni.edu.ge/en/","Website","training and education / research-integrity project outputs","2026-04-28","Georgia first expanded app dossier","data/Georgia/raw documentation/source notes/Georgia first-dossier sources.md","Project website for trainings, meetings and future output tracking; not a case-publication route."
"GE-S009","Georgia","NCEQE accreditation page","https://eqe.ge/en/page/parent/519/akreditatsia","Website","reports and monitoring / quality-assurance route","2026-04-28","Georgia first expanded app dossier","data/Georgia/raw documentation/source notes/Georgia first-dossier sources.md","Official accreditation mechanism and cluster-accreditation source; coded as QA rather than misconduct adjudication."
"GE-S010","Georgia","NCEQE authorization FAQ","https://eqe.ge/en/faq/35/show","Website","reports and monitoring / quality-assurance authorization route","2026-04-28","Georgia first expanded app dossier","data/Georgia/raw documentation/source notes/Georgia first-dossier sources.md","Official NCEQE source on authorization standards, expert panels, publication of substantiated decisions and council decision types."
"GE-S011","Georgia","NCEQE higher-education decisions","https://eqe.ge/en/deqars","Website","reports and monitoring / QA decision corridor","2026-04-28","Georgia first expanded app dossier","data/Georgia/raw documentation/source notes/Georgia first-dossier sources.md","Public decisions for authorization, accreditation, monitoring, follow-up and related HEI/programme matters; synchronized with DEQAR."
"GE-S012","Georgia","NCEQE HEI register","https://reestri.eqe.ge/en/search","Website","reports and monitoring / HEI register","2026-04-28","Georgia first expanded app dossier","data/Georgia/raw documentation/source notes/Georgia first-dossier sources.md","Official register of authorized HEIs with institution types and status; used as institutional sampling baseline."
